2726956381513270.00,4
2741700308864760.00,8
2731647631125110.00,3
2740359951832990.00,6
2737009059253030.00,0
2736338880736940.00,2
2737679237769100.00,1
2739019594800950.00,4
2728296738545260.00,5
2734328345189110.00,4
2732317809641210.00,2
2726956381513270.00,3
2734328345189110.00,0
2737679237769100.00,0
2573485501354580.00,5
2735668702221180.00,2
2741030130348840.00,0
2728296738545260.00,5
2739019594800850.00,4
2739689773316860.00,0
2736338880736940.00,1
2741700308864760.00,3
2741030130348770.00,0
2573485501354540.00,5
2737009059252950.00,4
2731647631125110.00,5
2734328345189110.00,4
2726956381513270.00,1
2730977452609140.00,2
2740359951833000.00,0
2733658166673140.00,1
2738349416284990.00,6
2735668702221180.00,2
2728296738545260.00,4
2739019594800870.00,5
2737679237769010.00,5
2737679237769100.00,2
2732317809641130.00,6
2730977452609200.00,7
2738349416284960.00,0
2739019594800850.00,3
2734998523705180.00,1
2736338880736940.00,2
2573485501354580.00,3
2730307274093270.00,3
2732317809641220.00,0
2731647631125110.00,7
2733658166673120.00,1
2726956381513270.00,4
2727626560029290.00,4
2738349416284990.00,8
2730977452609140.00,1
2737679237769010.00,3
2732317809641130.00,6
2734328345189110.00,6
2741700308864810.00,2
2730977452609200.00,7
2727626560029280.00,1
2732317809641130.00,1
2741030130348780.00,0
2739019594800850.00,3
2573485501354580.00,7
2730977452609200.00,5
2733658166673240.00,2
2741030130348780.00,1
2728966917061320.00,3
2726956381513400.00,2
2740359951832820.00,2
2730307274093270.00,0
2726956381513270.00,4
2731647631125260.00,0
2727626560029290.00,1
2730977452609280.00,3
2730977452609140.00,5
2733658166673260.00,4
2738349416284990.00,2
2573485501354580.00,4
2732317809641130.00,1
2738349416285080.00,1
2730307274093270.00,0
2741700308864880.00,2
2729637095577170.00,8
2730307274093320.00,2
2727626560029280.00,7
2730977452609200.00,7
2739019594800850.00,1
2733658166673240.00,0
2728296738545260.00,7
2732987988157230.00,3
2736338880736970.00,6
2729637095577170.00,3
2732987988157210.00,1
2732317809641130.00,7
2730307274093270.00,0
2738349416285080.00,3
2573485501354580.00,4
2733658166673030.00,6
2738349416284990.00,4
2728296738545260.00,10
2743040665896740.00,0
2731647631125260.00,5
2727626560029440.00,0
2730977452609200.00,5
2731647631125230.00,0
2730977452609140.00,3
2732317809641080.00,2
2727626560029270.00,2
2727626560029250.00,3
2739019594801050.00,-1
2731647631125260.00,2
2732987988157240.00,2
2729637095577170.00,8
2738349416284990.00,5
2738349416285080.00,4
2739019594800960.00,3
2731647631125110.00,1
2743040665896740.00,3
2734328345189220.00,6
2726956381513490.00,1
2730977452609200.00,8
2737679237769100.00,0
2733658166673030.00,7
2726956381513490.00,0
2737679237769100.00,0
2730307274093360.00,1
2734998523705140.00,2
2737679237769100.00,0
2727626560029280.00,0
2733658166673050.00,5
2738349416284960.00,1
2731647631125220.00,0
2727626560029270.00,5
2731647631125260.00,4
2730307274093310.00,3
2737679237769100.00,0
2733658166673030.00,0
2728296738545370.00,3
2728296738545330.00,5
2734328345189220.00,10
2731647631125110.00,0
2743040665896730.00,0
2738349416285080.00,5
2741030130348840.00,0
2733658166673150.00,6
2733658166673050.00,0
2739689773316920.00,2
2730977452609200.00,5
2732317809641080.00,2
2730977452609200.00,5
2743040665896740.00,1
2732987988157170.00,1
2739019594800960.00,3
2727626560029440.00,1
2738349416284990.00,7
2727626560029440.00,8
2730977452609300.00,0
2730977452609210.00,10
2726956381513490.00,0
2727626560029290.00,7
2731647631125090.00,2
2732987988157070.00,0
2733658166673050.00,2
2732987988157100.00,1
2731647631125220.00,3
2732317809641220.00,4
2730977452609160.00,2
2730977452609140.00,1
2729637095577170.00,5
2728296738545460.00,2
2733658166673050.00,0
2733658166673100.00,3
2728296738545370.00,5
2731647631125110.00,1
2730307274093310.00,10
2737679237769010.00,4
2738349416285080.00,1
2743040665896730.00,0
2732987988157070.00,4
2738349416284990.00,1
2730977452609210.00,1
2733658166673030.00,4
2739689773316920.00,1
2730977452609200.00,1
2728296738545260.00,8
2737679237768940.00,0
2738349416284960.00,6
2732987988157170.00,-1
2739019594800960.00,5
2730977452609140.00,0
2739689773316950.00,3
2728296738545330.00,5
2726956381513490.00,3
2734998523705030.00,5
2732317809641140.00,2
2732987988157200.00,0
2728296738545260.00,2
2733658166673060.00,2
2726956381513360.00,4
2732987988157100.00,1
2730977452609290.00,1
2738349416285000.00,3
2733658166673050.00,5
2728296738545370.00,6
2729637095577170.00,2
2730307274093310.00,9
2731647631125110.00,3
2738349416284990.00,9
2727626560029300.00,1
2732987988157070.00,-1
2731647631125110.00,1
2737009059253160.00,3
2739689773316920.00,3
2729637095577170.00,0
2728296738545370.00,1
2732987988157170.00,2
2733658166673140.00,7
2739689773316950.00,5
2734328345189110.00,3
2738349416284960.00,0
2728296738545460.00,7
2573485501354530.00,10
2738349416285000.00,1
2732317809641140.00,5
2728296738545330.00,6
2737679237769100.00,-14
2728296738545260.00,2
2732987988157240.00,3
2731647631125260.00,5
2573485501354530.00,0
2728966917061200.00,0
2737679237769130.00,8
2741700308864880.00,1
2741030130348780.00,4
2739689773317050.00,5
2733658166673050.00,7
2739689773316990.00,0
2728966917061200.00,0
2573485501354530.00,0
2733658166673060.00,5
2731647631125240.00,4
2728296738545260.00,1
2731647631125260.00,0
2730977452609300.00,0
2727626560029330.00,7
2733658166673050.00,0
2573485501354530.00,1
2732317809641270.00,1
2738349416284990.00,5
2732987988157070.00,8
2739019594800960.00,1
2732987988157050.00,3
2732987988157170.00,4
2737679237769100.00,0
2727626560029330.00,0
2743040665896730.00,-1
2739689773316950.00,7
2730307274093290.00,0
2729637095577170.00,7
2728296738545260.00,4
2731647631125260.00,0
2738349416285000.00,1
2734328345189050.00,1
2734328345189240.00,3
2728296738545330.00,3
2731647631125110.00,0
2727626560029440.00,9
2733658166673030.00,8
2737009059252960.00,1
